bacteria,filter.D
Pseudomonas thivervalensis,FALSE
Pseudomonas tolaasii,FALSE
Pseudomonas trivialis,FALSE
Pseudomonas umsongensis,FALSE
Pseudomonas vancouverensis,FALSE
Pseudomonas veronii,FALSE
Pseudomonas versuta,FALSE
Pseudomonas xanthomarina,FALSE
Pseudomonas xinjiangensis,FALSE
Pseudomonas yamanorum,FALSE
Pseudonocardia autotrophica,FALSE
Pseudonocardia dioxanivorans,FALSE
Pseudonocardia sp. AL041005-10,FALSE
Pseudonocardia sp. CGMCC 4.1532,FALSE
Pseudonocardia sp. EC080625-04,FALSE
Pseudonocardia sp. Gen01,FALSE
Pseudonocardia sp. HH130629-09,FALSE
Pseudonocardia sp. HH130630-07,FALSE
Pseudopedobacter saltans,FALSE
Pseudopropionibacterium propionicum,TRUE
Pseudopuniceibacterium sp. HQ09,FALSE
Pseudoramibacter alactolyticus,FALSE
Pseudorhodobacter sp. S12M18,FALSE
Pseudorhodoplanes sinuspersici,FALSE
Pseudothermotoga hypogea,FALSE
Pseudothermotoga thermarum,FALSE
Pseudovibrio sp. FO-BEG1,FALSE
Pseudoxanthomonas mexicana,FALSE
Pseudoxanthomonas spadix,FALSE
Pseudoxanthomonas suwonensis,FALSE
Psychrobacillus glaciei,FALSE
Psychrobacillus sp. AK 1817,FALSE
Psychrobacter arcticus,FALSE
Psychrobacter cryohalolentis,FALSE
Psychrobacter sp. 28M-43,FALSE
Psychrobacter sp. AntiMn-1,FALSE
Psychrobacter sp. DAB_AL43B,FALSE
Psychrobacter sp. G,FALSE
Psychrobacter sp. KCTC 72983,FALSE
Psychrobacter sp. P11F6,FALSE
Psychrobacter sp. P11G3,FALSE
Psychrobacter sp. P11G5,FALSE
Psychrobacter sp. P2G3,FALSE
Psychrobacter sp. PRwf-1,FALSE
Psychrobacter sp. YP14,FALSE
Psychrobacter urativorans,FALSE
Psychroflexus torquis,FALSE
Psychromonas ingrahamii,FALSE
Psychromonas sp. CNPT3,FALSE
Psychroserpens sp. NJDZ02,FALSE
Pulveribacter suum,FALSE
Pusillimonas sp. DMV24BSW_D,FALSE
Pusillimonas sp. T7-7,FALSE
Pusillimonas sp. ye3,FALSE
Pyramidobacter piscolens,FALSE
Pyricularia grisea,FALSE
Pyricularia oryzae,FALSE
Pyricularia pennisetigena,FALSE
Pyrobaculum aerophilum,FALSE
Pyrobaculum arsenaticum,FALSE
Pyrobaculum calidifontis,FALSE
Pyrobaculum ferrireducens,FALSE
Pyrobaculum islandicum,FALSE
Pyrobaculum neutrophilum,FALSE
Pyrococcus abyssi,FALSE
Pyrococcus furiosus,FALSE
Pyrococcus horikoshii,FALSE
Pyrococcus kukulkanii,FALSE
Pyrococcus sp. NA2,FALSE
Pyrococcus sp. ST04,FALSE
Pyrococcus yayanosii,FALSE
Pyrodictium delaneyi,FALSE
Pyrolobus fumarii,FALSE
Pyruvatibacter mobilis,FALSE
Qipengyuania sediminis,FALSE
Radiobacillus deserti,FALSE
Rahnella aquatilis,FALSE
Rahnella sp. ERMR1,FALSE
Rahnella sp. Y9602,FALSE
Raineyella sp. CBA3103,FALSE
Ralstonia insidiosa,FALSE
Ralstonia mannitolilytica,FALSE
Ralstonia pickettii,FALSE
Ralstonia pseudosolanacearum,FALSE
Ralstonia solanacearum,TRUE
Ramlibacter tataouinensis,FALSE
Raoultella electrica,FALSE
Raoultella ornithinolytica,FALSE
Raoultella planticola,FALSE
Raoultella terrigena,FALSE
Raphidiopsis curvata,FALSE
Rathayibacter festucae,FALSE
Rathayibacter iranicus,FALSE
Rathayibacter rathayi,FALSE
Rathayibacter sp. VKM Ac-2759,FALSE
Rathayibacter sp. VKM Ac-2760,FALSE
Rathayibacter sp. VKM Ac-2762,FALSE
Rathayibacter sp. VKM Ac-2801,FALSE
Rathayibacter sp. VKM Ac-2804,FALSE
Rathayibacter sp. VKM Ac-2805,FALSE
Rathayibacter tanaceti,FALSE
Rathayibacter toxicus,FALSE
Rathayibacter tritici,FALSE
Reinekea forsetii,FALSE
Renibacterium salmoninarum,FALSE
Rheinheimera sp. D18,FALSE
Rheinheimera sp. LHK132,FALSE
Rhizobacter gummiphilus,FALSE
Rhizobium acidisoli,FALSE
Rhizobium daejeonense,FALSE
Rhizobium etli,FALSE
Rhizobium favelukesii,FALSE
Rhizobium flavum,FALSE
Rhizobium gallicum,FALSE
Rhizobium grahamii,FALSE
Rhizobium hidalgonense,FALSE
Rhizobium indicum,FALSE
Rhizobium jaguaris,FALSE
Rhizobium leguminosarum,FALSE
Rhizobium lusitanum,FALSE
Rhizobium oryzihabitans,FALSE
Rhizobium phaseoli,FALSE
Rhizobium pseudoryzae,FALSE
Rhizobium pusense,FALSE
Rhizobium rhizoryzae,FALSE
Rhizobium sp. 007,FALSE
Rhizobium sp. 11515TR,FALSE
Rhizobium sp. ACO-34A,FALSE
Rhizobium sp. ADMK78,FALSE
Rhizobium sp. CIAT894,FALSE
Rhizobium sp. IE4771,FALSE
Rhizobium sp. Khangiran2,FALSE
Rhizobium sp. Kim5,FALSE
Rhizobium sp. NIBRBAC000502774,FALSE
Rhizobium sp. NT-26,FALSE
Rhizobium sp. NXC14,FALSE
Rhizobium sp. NXC24,FALSE
Rhizobium sp. S41,FALSE
Rhizobium sp. TAL182,FALSE
Rhizobium sp. TCK,FALSE
Rhizobium sp. WL3,FALSE
Rhizobium sp. Y9,FALSE
Rhizobium tropici,FALSE
Rhizorhabdus dicambivorans,FALSE
Rhodanobacter denitrificans,FALSE
Rhodanobacter glycinis,FALSE
Rhodobaca barguzinensis,FALSE
Rhodobacter blasticus,FALSE
Rhodobacter capsulatus,FALSE
Rhodobacter sp. CZR27,FALSE
Rhodobacter sp. LPB0142,FALSE
Rhodobacter sphaeroides,FALSE
Rhodococcus aetherivorans,FALSE
Rhodococcus biphenylivorans,FALSE
Rhodococcus coprophilus,FALSE
Rhodococcus erythropolis,FALSE
Rhodococcus fascians,FALSE
Rhodococcus hoagii,FALSE
Rhodococcus imtechensis,FALSE
Rhodococcus jostii,FALSE
Rhodococcus opacus,FALSE
Rhodococcus pyridinivorans,FALSE
Rhodococcus qingshengii,FALSE
Rhodococcus rhodochrous,FALSE
Rhodococcus ruber,FALSE
Rhodococcus sp. 008,FALSE
Rhodococcus sp. 2G,FALSE
Rhodococcus sp. ABRD24,FALSE
Rhodococcus sp. AQ5-07,FALSE
Rhodococcus sp. B7740,FALSE
Rhodococcus sp. BH4,FALSE
Rhodococcus sp. DMU1,FALSE
Rhodococcus sp. H-CA8f,FALSE
Rhodococcus sp. M8,FALSE
Rhodococcus sp. MTM3W5.2,FALSE
Rhodococcus sp. NJ-530,FALSE
Rhodococcus sp. P1Y,FALSE
Rhodococcus sp. p52,FALSE
Rhodococcus sp. PBTS 1,FALSE
Rhodococcus sp. PBTS 2,FALSE
Rhodococcus sp. S2-17,FALSE
Rhodococcus sp. SGAir0479,FALSE
Rhodococcus sp. W8901,FALSE
Rhodococcus sp. WAY2,FALSE
Rhodococcus sp. WB1,FALSE
Rhodococcus sp. WB9,FALSE
Rhodococcus sp. WMMA185,FALSE
Rhodococcus sp. X156,FALSE
Rhodococcus sp. YL-1,FALSE
Rhodococcus triatomae,FALSE
Rhodocytophaga sp. 172606-1,FALSE
Rhodoferax antarcticus,FALSE
Rhodoferax ferrireducens,FALSE
Rhodoferax koreense,FALSE
Rhodoferax saidenbachensis,FALSE
Rhodoferax sediminis,FALSE
Rhodoferax sp. BAB1,FALSE
Rhodoluna lacicola,FALSE
Rhodoluna limnophila,FALSE
Rhodomicrobium vannielii,FALSE
Rhodopirellula baltica,FALSE
Rhodoplanes sp. Z2-YC6860,FALSE
Rhodopseudomonas palustris,FALSE
Rhodospirillum centenum,FALSE
Rhodospirillum rubrum,FALSE
Rhodothermus marinus,FALSE
Rhodovulum sp. MB263,FALSE
Rhodovulum sp. P5,FALSE
Rhodovulum sulfidophilum,FALSE
Rickettsia africae,FALSE
Rickettsia akari,FALSE
Rickettsia amblyommatis,FALSE
Rickettsia asiatica,FALSE
Rickettsia australis,FALSE
Rickettsia bellii,FALSE
Rickettsia canadensis,FALSE
Rickettsia endosymbiont of Bemisia tabaci,FALSE
Rickettsia endosymbiont of Ixodes scapularis,FALSE
Rickettsia felis,FALSE
Rickettsia japonica,FALSE
Rickettsia montanensis,FALSE
Rickettsia parkeri,FALSE
Rickettsia peacockii,FALSE
Rickettsia prowazekii,FALSE
Rickettsia raoultii,FALSE
Rickettsia rhipicephali,FALSE
Rickettsia rickettsii,FALSE
Rickettsia slovaca,FALSE
Rickettsia typhi,FALSE
Rickettsiales endosymbiont of Stachyamoeba lipophora,FALSE
Riemerella anatipestifer,TRUE
Rippkaea orientalis,FALSE
Rivularia sp. PCC 7116,FALSE
Robiginitalea biformata,FALSE
Rodentibacter heylii,TRUE
Rodentibacter pneumotropicus,TRUE
Rodentibacter sp. DSM 111151,TRUE
Romboutsia hominis,FALSE
Romboutsia ilealis,FALSE
Romboutsia sp. CE17,FALSE
Roseateles depolymerans,FALSE
Roseburia hominis,FALSE
Roseburia intestinalis,FALSE
Roseibacterium elongatum,FALSE
Roseicitreum antarcticum,FALSE
Roseiflexus castenholzii,FALSE
Roseiflexus sp. RS-1,FALSE
Roseimaritima ulvae,FALSE
Roseimicrobium sp. ORNL1,FALSE
Roseitalea porphyridii,FALSE
Roseivirga pacifica,FALSE
Roseivivax sp. THAF30,FALSE
Roseivivax sp. THAF40,FALSE
Roseobacter denitrificans,FALSE
Roseobacter litoralis,FALSE
Roseobacter ponti,FALSE
Roseococcus sp. NIBR12,FALSE
Roseomonas gilardii,FALSE
Roseomonas mucosa,FALSE
Roseomonas sp. FDAARGOS_362,FALSE
Roseovarius indicus,FALSE
Roseovarius mucosus,FALSE
Roseovarius sp. MME-070,FALSE
Roseovarius sp. THAF27,FALSE
Roseovarius sp. THAF8,FALSE
Roseovarius sp. THAF9,FALSE
Roseovarius sp. TM1035,FALSE
Rothia aeria,TRUE
Rothia amarae,FALSE
Rothia dentocariosa,TRUE
Rothia mucilaginosa,TRUE
Rothia nasimurium,FALSE
Rothia terrae,FALSE
Rouxiella badensis,FALSE
Ruania sp. HY168,FALSE
Rubinisphaera brasiliensis,FALSE
Rubrivivax gelatinosus,FALSE
Rubrobacter indicoceani,FALSE
Rubrobacter radiotolerans,FALSE
Rubrobacter sp. SCSIO 52909,FALSE
Rubrobacter sp. SCSIO 52915,FALSE
Rubrobacter xylanophilus,FALSE
Ruegeria pomeroyi,FALSE
Ruegeria sp. AD91A,FALSE
Ruegeria sp. THAF33,FALSE
Ruegeria sp. TM1040,FALSE
Rufibacter sp. DG15C,FALSE
Rufibacter sp. DG31D,FALSE
Rufibacter tibetensis,FALSE
Ruminiclostridium cellulolyticum,FALSE
Ruminiclostridium sp. MA18,FALSE
Ruminococcus albus,FALSE
Ruminococcus bicirculans,FALSE
Ruminococcus champanellensis,FALSE
Ruminococcus sp. JE7A12,FALSE
Rummeliibacillus stabekisii,FALSE
Runella slithyformis,FALSE
Runella sp. HYN0085,FALSE
Runella sp. SP2,FALSE
Ruthenibacterium lactatiformans,FALSE
Saccharibacillus brassicae,FALSE
Saccharolobus solfataricus,FALSE
Saccharomonospora azurea,FALSE
Saccharomonospora cyanea,FALSE
Saccharomonospora glauca,FALSE
Saccharomonospora marina,FALSE
Saccharomonospora sp. 31sw,FALSE
Saccharomyces cerevisiae,FALSE
Saccharomyces eubayanus,FALSE
Saccharomyces paradoxus,FALSE
Saccharophagus degradans,FALSE
Saccharopolyspora coralli,FALSE
Saccharopolyspora erythraea,FALSE
Saccharopolyspora pogona,FALSE
Saccharopolyspora sp. ASAGF58,FALSE
Saccharopolyspora spinosa,FALSE
Saccharospirillum mangrovi,FALSE
Saccharothrix espanaensis,FALSE
Saccharothrix syringae,FALSE
Sagittula sp. P11,FALSE
Salaquimonas pukyongi,FALSE
Salarchaeum sp. JOR-1,FALSE
Salegentibacter salegens,FALSE
Salegentibacter sp. T436,FALSE
Salicibibacter halophilus,FALSE
Salicibibacter kimchii,FALSE
Salimicrobium jeotgali,FALSE
Salinarchaeum sp. Harcht-Bsk1,FALSE
Salinibacter ruber,FALSE
Salinibacterium sp. CGMCC 1.16371,FALSE
Salinibacterium sp. dk2585,FALSE
Salinibacterium sp. UTAS2018,FALSE
Salinibacterium sp. ZJ450,FALSE
Salinibacterium sp. ZJ70,FALSE
Salinibaculum litoreum,FALSE
Salinicoccus halodurans,FALSE
Salinicola tamaricis,FALSE
Salinigranum rubrum,FALSE
Salinimonas lutimaris,FALSE
Salinimonas sediminis,FALSE
Salinimonas sp. G2-b,FALSE
Salinimonas sp. KX18D6,FALSE
Saliniradius amylolyticus,FALSE
Salinisphaera sp. LB1,FALSE
Salinispira pacifica,FALSE
Salinispora arenicola,FALSE
Salinispora tropica,FALSE
Salinivibrio costicola,FALSE
Salinivibrio kushneri,FALSE
Salinivibrio sp. YCSC6,FALSE
Salinivirga cyanobacteriivorans,FALSE
Salipiger pacificus,FALSE
Salipiger profundus,FALSE
Salmonella bongori,FALSE
Salmonella enterica,TRUE
Salmonella sp. HNK130,FALSE
Salmonella sp. SJTUF14178,FALSE
Salmonella sp. SSDFZ54,FALSE
Sandaracinobacter sp. M6,FALSE
Sandaracinus amylolyticus,FALSE
Sanguibacter keddieii,FALSE
Sanguibacter sp. HDW7,FALSE
Saprospira grandis,FALSE
Sarcina sp. JB2,FALSE
Scandinavium goeteborgense,FALSE
Scardovia inopinata,FALSE
Scardovia wiggsiae,TRUE
Schaalia cardiffensis,TRUE
Schaalia georgiae,TRUE
Schaalia meyeri,TRUE
Schaalia odontolytica,TRUE
Schaalia sp. JY-X169,FALSE
Scheffersomyces stipitis,FALSE
Schizosaccharomyces pombe,FALSE
Schlegelella thermodepolymerans,TRUE
Schnuerera ultunensis,FALSE
Scytonema sp. HK-05,FALSE
Scytonema sp. NIES-4073,FALSE
Sebaldella termitidis,FALSE
secondary endosymbiont of Ctenarytaina eucalypti,FALSE
secondary endosymbiont of Heteropsylla cubana,FALSE
secondary endosymbiont of Trabutina mannipara,FALSE
Sedimenticola thiotaurini,FALSE
Sedimentisphaera cyanobacteriorum,FALSE
Sedimentisphaera salicampi,FALSE
Sediminicola sp. YIK13,FALSE
Sediminispirochaeta smaragdinae,FALSE
Segetibacter aerophilus,FALSE
Segniliparus rotundus,FALSE
Selenomonas artemidis,TRUE
Selenomonas flueggei,TRUE
Selenomonas infelix,TRUE
Selenomonas noxia,TRUE
Selenomonas ruminantium,FALSE
Selenomonas sp. F0473,TRUE
Selenomonas sp. Marseille-Q3039,TRUE
Selenomonas sp. oral taxon 126,TRUE
Selenomonas sp. oral taxon 136,TRUE
Selenomonas sp. oral taxon 137,TRUE
Selenomonas sp. oral taxon 138,TRUE
Selenomonas sp. oral taxon 149,TRUE
Selenomonas sp. oral taxon 478,TRUE
Selenomonas sp. oral taxon 892,TRUE
Selenomonas sp. oral taxon 920,TRUE
Selenomonas sputigena,TRUE
Seonamhaeicola sp. S2-3,FALSE
Serinicoccus chungangensis,FALSE
Serinicoccus hydrothermalis,FALSE
Serinicoccus marinus,FALSE
Serinicoccus profundi,FALSE
Serpentinomonas mccroryi,FALSE
Serpentinomonas raichei,FALSE
Serratia ficaria,FALSE
Serratia fonticola,FALSE
Serratia grimesii,FALSE
Serratia liquefaciens,FALSE
Serratia marcescens,TRUE
Serratia odorifera,FALSE
Serratia plymuthica,FALSE
Serratia proteamaculans,FALSE
Serratia quinivorans,FALSE
Serratia rubidaea,FALSE
Serratia sp. 3ACOL1,FALSE
Serratia sp. ATCC 39006,FALSE
Serratia sp. FDAARGOS_506,FALSE
Serratia sp. FGI94,FALSE
Serratia sp. JUb9,FALSE
Serratia sp. KUDC3025,FALSE
Serratia sp. P2ACOL2,FALSE
Serratia sp. SCBI,FALSE
Serratia sp. SSNIH1,FALSE
Serratia surfactantfaciens,FALSE
Serratia symbiotica,FALSE
Serratia ureilytica,FALSE
Shewanella aestuarii,FALSE
Shewanella algae,FALSE
Shewanella amazonensis,FALSE
Shewanella baltica,FALSE
Shewanella benthica,FALSE
Shewanella bicestrii,FALSE
Shewanella chilikensis,FALSE
Shewanella decolorationis,FALSE
Shewanella denitrificans,FALSE
Shewanella donghaensis,FALSE
Shewanella frigidimarina,FALSE
Shewanella halifaxensis,FALSE
Shewanella japonica,FALSE
Shewanella khirikhana,FALSE
Shewanella livingstonensis,FALSE
Shewanella loihica,FALSE
Shewanella marisflavi,FALSE
Shewanella maritima,FALSE
Shewanella oneidensis,FALSE
Shewanella pealeana,FALSE
Shewanella piezotolerans,FALSE
Shewanella polaris,FALSE
Shewanella psychrophila,FALSE
Shewanella putrefaciens,FALSE
Shewanella sediminis,FALSE
Shewanella sp. ANA-3,FALSE
Shewanella sp. Arc9-LZ,FALSE
Shewanella sp. FDAARGOS_354,FALSE
Shewanella sp. M2,FALSE
Shewanella sp. MEBiC00475,FALSE
Shewanella sp. MR-4,FALSE
Shewanella sp. MR-7,FALSE
Shewanella sp. Pdp11,FALSE
Shewanella sp. Scap07,FALSE
Shewanella sp. SNU WT4,FALSE
Shewanella sp. W3-18-1,FALSE
Shewanella sp. WE21,FALSE
Shewanella sp. WPAGA9,FALSE
Shewanella sp. YLB-06,FALSE
Shewanella sp. YLB-08,FALSE
Shewanella violacea,FALSE
Shewanella woodyi,FALSE
Shigella boydii,FALSE
Shigella dysenteriae,FALSE
Shigella flexneri,FALSE
Shimwellia blattae,FALSE
Shinella sp. HZN7,FALSE
Shuttleworthia satelles,FALSE
Siansivirga zeaxanthinifaciens,FALSE
Sideroxydans lithotrophicus,FALSE
Silicimonas algicola,FALSE
Silvanigrella aquatica,FALSE
Simiduia agarivorans,FALSE
Simkania negevensis,FALSE
Simonsiella muelleri,TRUE
Simplicispira suum,FALSE
Singulisphaera acidiphila,FALSE
Sinimarinibacterium sp. NLF-5-8,FALSE
Sinomonas atrocyanea,FALSE
Sinorhizobium americanum,FALSE
Sinorhizobium fredii,FALSE
Sinorhizobium medicae,FALSE
Sinorhizobium meliloti,FALSE
Sinorhizobium sp. CCBAU 05631,FALSE
Sinorhizobium sp. RAC02,FALSE
Skermanella pratensis,FALSE
Slackia exigua,TRUE
Slackia heliotrinireducens,FALSE
Sneathia amnii,FALSE
Sneathia sanguinegens,FALSE
Snodgrassella alvi,FALSE
Sodalis endosymbiont of Henestaris halophilus,FALSE
Sodalis glossinidius,FALSE
Sodalis praecaptivus,FALSE
Solibacillus silvestris,FALSE
Solibacillus sp. R5-41,FALSE
Solimonas sp. K1W22B-7,FALSE
Solitalea canadensis,FALSE
Solobacterium moorei,TRUE
Sorangium cellulosum,TRUE
Spartinivicinus ruber,FALSE
Sphaerobacter thermophilus,FALSE
Sphaerochaeta coccoides,FALSE
Sphaerochaeta globosa,FALSE
Sphaerochaeta pleomorpha,FALSE
Sphaerospermopsis kisseleviana,FALSE
Sphaerotilus natans,FALSE
Sphingobacterium daejeonense,FALSE
Sphingobacterium hotanense,FALSE
Sphingobacterium lactis,FALSE
Sphingobacterium mizutaii,FALSE
Sphingobacterium multivorum,FALSE
Sphingobacterium psychroaquaticum,FALSE
Sphingobacterium sp. 21,FALSE
Sphingobacterium sp. B29,FALSE
Sphingobacterium sp. CZ-2,FALSE
Sphingobacterium sp. dk4302,FALSE
Sphingobacterium sp. DR205,FALSE
Sphingobacterium sp. G1-14,FALSE
Sphingobacterium sp. ML3W,FALSE
Sphingobacterium thalpophilum,FALSE
Sphingobium amiense,FALSE
Sphingobium baderi,FALSE
Sphingobium barthaii,FALSE
Sphingobium chlorophenolicum,FALSE
Sphingobium cloacae,FALSE
Sphingobium fuliginis,FALSE
Sphingobium herbicidovorans,FALSE
Sphingobium hydrophobicum,FALSE
Sphingobium indicum,FALSE
Sphingobium japonicum,FALSE
Sphingobium sp. Cam5-1,FALSE
Sphingobium sp. CAP-1,FALSE
Sphingobium sp. EP60837,FALSE
Sphingobium sp. KCTC 72723,FALSE
Sphingobium sp. LF-16,FALSE
Sphingobium sp. MI1205,FALSE
Sphingobium sp. PAMC28499,FALSE
Sphingobium sp. RAC03,FALSE
Sphingobium sp. RSMS,FALSE
Sphingobium sp. SCG-1,FALSE
Sphingobium sp. SYK-6,FALSE
Sphingobium sp. TKS,FALSE
Sphingobium sp. YBL2,FALSE
Sphingobium sp. YG1,FALSE
Sphingobium yanoikuyae,FALSE
Sphingomonas alpina,FALSE
Sphingomonas daechungensis,FALSE
Sphingomonas echinoides,FALSE
Sphingomonas ginsengisoli An et al. 2013,FALSE
Sphingomonas hengshuiensis,FALSE
Sphingomonas indica,FALSE
Sphingomonas insulae,FALSE
Sphingomonas koreensis,FALSE
Sphingomonas lacunae,FALSE
Sphingomonas lutea,FALSE
Sphingomonas melonis,FALSE
Sphingomonas panacis,FALSE
Sphingomonas paucimobilis,FALSE
Sphingomonas rhizophila,FALSE
Sphingomonas sanxanigenens,FALSE
Sphingomonas sediminicola,FALSE
Sphingomonas sp. AAP5,FALSE
Sphingomonas sp. AE3,FALSE
Sphingomonas sp. AP4-R1,FALSE
Sphingomonas sp. C33,FALSE
Sphingomonas sp. C8-2,FALSE
Sphingomonas sp. CL5.1,FALSE
Sphingomonas sp. Cra20,FALSE
Sphingomonas sp. FARSPH,FALSE
Sphingomonas sp. HDW15A,FALSE
Sphingomonas sp. HDW15B,FALSE
Sphingomonas sp. HDW15C,FALSE
Sphingomonas sp. HKS19,FALSE
Sphingomonas sp. HMP6,FALSE
Sphingomonas sp. HMP9,FALSE
Sphingomonas sp. IC081,FALSE
Sphingomonas sp. KC8,FALSE
Sphingomonas sp. LK11,FALSE
Sphingomonas sp. LM7,FALSE
Sphingomonas sp. LMO-1,FALSE
Sphingomonas sp. MK52,FALSE
Sphingomonas sp. MM-1,FALSE
Sphingomonas sp. NBWT7,FALSE
Sphingomonas sp. NIC1,FALSE
Sphingomonas sp. PAMC26645,FALSE
Sphingomonas sp. sand1-3,FALSE
Sphingomonas sp. XS-10,FALSE
Sphingomonas sp. YZ-8,FALSE
Sphingomonas taxi,FALSE
Sphingomonas wittichii,FALSE
Sphingopyxis alaskensis,FALSE
Sphingopyxis fribergensis,FALSE
Sphingopyxis granuli,FALSE
Sphingopyxis lindanitolerans,FALSE
Sphingopyxis macrogoltabida,FALSE
Sphingopyxis sp. 113P3,FALSE
Sphingopyxis sp. EG6,FALSE
Sphingopyxis sp. FD7,FALSE
Sphingopyxis sp. LPB0140,FALSE
Sphingopyxis sp. MG,FALSE
Sphingopyxis sp. OPL5,FALSE
Sphingopyxis sp. PAMC25046,FALSE
Sphingopyxis sp. QXT-31,FALSE
Sphingorhabdus lacus,FALSE
Sphingorhabdus sp. JK6,FALSE
Sphingorhabdus sp. M41,FALSE
Sphingorhabdus sp. SMR4y,FALSE
Sphingorhabdus sp. YGSMI21,FALSE
Sphingosinicella microcystinivorans,FALSE
Sphingosinicella sp. BN140058,FALSE
Sphingosinithalassobacter sp. CS137,FALSE
Sphingosinithalassobacter sp. zrk23,FALSE
Spiribacter curvatus,FALSE
Spiribacter roseus,FALSE
Spiribacter salinus,FALSE
Spiribacter sp. 2438,FALSE
Spirochaeta africana,FALSE
Spirochaeta thermophila,FALSE
Spiroplasma alleghenense,FALSE
Spiroplasma apis,FALSE
Spiroplasma cantharicola,FALSE
Spiroplasma chinense,FALSE
Spiroplasma chrysopicola,FALSE
Spiroplasma citri,FALSE
Spiroplasma clarkii,FALSE
Spiroplasma corruscae,FALSE
Spiroplasma culicicola,FALSE
Spiroplasma diminutum,FALSE
Spiroplasma eriocheiris,FALSE
Spiroplasma floricola,FALSE
Spiroplasma gladiatoris,FALSE
Spiroplasma helicoides,FALSE
Spiroplasma kunkelii,FALSE
Spiroplasma litorale,FALSE
Spiroplasma melliferum,FALSE
Spiroplasma monobiae,FALSE
Spiroplasma phoeniceum,FALSE
Spiroplasma poulsonii,FALSE
Spiroplasma sabaudiense,FALSE
Spiroplasma sp. BIUS-1,FALSE
Spiroplasma sp. TIUS-1,FALSE
Spiroplasma syrphidicola,FALSE
Spiroplasma tabanidicola,FALSE
Spiroplasma taiwanense,FALSE
Spiroplasma turonicum,FALSE
Spirosoma aerolatum,FALSE
Spirosoma montaniterrae,FALSE
Spirosoma pollinicola,FALSE
Spirosoma radiotolerans,FALSE
Spirosoma rigui,FALSE
Spirosoma sp. BT328,FALSE
Spirosoma sp. CJU-R4,FALSE
Spirosoma sp. I-24,FALSE
Spirosoma sp. KCTC 42546,FALSE
Spirosoma sp. KUDC1026,FALSE
Spirosoma sp. PL0136,FALSE
Spirosoma sp. TS118,FALSE
Spongiibacter sp. IMCC21906,FALSE
Sporisorium graminicola,FALSE
Sporolactobacillus terrae,FALSE
Sporomusa termitida,FALSE
Sporosarcina pasteurii,FALSE
Sporosarcina psychrophila,FALSE
Sporosarcina sp. P33,FALSE
Sporosarcina sp. P37,FALSE
Sporosarcina sp. PTS2304,FALSE
Sporosarcina sp. resist,FALSE
Sporosarcina ureae,FALSE
Sporosarcina ureilytica,FALSE
Stackebrandtia nassauensis,FALSE
Stanieria cyanosphaera,FALSE
Stanieria sp. NIES-3757,FALSE
Staphylococcus agnetis,FALSE
Staphylococcus argenteus,FALSE
Staphylococcus arlettae,FALSE
Staphylococcus aureus,TRUE
Staphylococcus auricularis,FALSE
Staphylococcus capitis,FALSE
Staphylococcus caprae,FALSE
Staphylococcus carnosus,FALSE
Staphylococcus chromogenes,FALSE
Staphylococcus cohnii,FALSE
Staphylococcus condimenti,FALSE
Staphylococcus delphini,FALSE
Staphylococcus epidermidis,FALSE
Staphylococcus equorum,FALSE
Staphylococcus felis,FALSE
Staphylococcus fleurettii,FALSE
Staphylococcus haemolyticus,FALSE
Staphylococcus hominis,FALSE
Staphylococcus hyicus,FALSE
Staphylococcus kloosii,FALSE
Staphylococcus lentus,FALSE
Staphylococcus lugdunensis,FALSE
Staphylococcus lutrae,FALSE
Staphylococcus muscae,FALSE
Staphylococcus nepalensis,FALSE
Staphylococcus pasteuri,FALSE
Staphylococcus pettenkoferi,FALSE
Staphylococcus piscifermentans,FALSE
Staphylococcus pseudintermedius,FALSE
Staphylococcus saprophyticus,FALSE
Staphylococcus schleiferi,FALSE
Staphylococcus schweitzeri,FALSE
Staphylococcus sciuri,FALSE
Staphylococcus simiae,FALSE
Staphylococcus simulans,FALSE
Staphylococcus sp. 17KM0847,FALSE
Staphylococcus sp. AntiMn-1,FALSE
Staphylococcus sp. M0911,FALSE
Staphylococcus sp. MI 10-1553,FALSE
Staphylococcus sp. SDB 2975,FALSE
Staphylococcus stepanovicii,FALSE
Staphylococcus succinus,FALSE
Staphylococcus vitulinus,FALSE
Staphylococcus warneri,FALSE
Staphylococcus xylosus,FALSE
Staphylospora marina,FALSE
Staphylothermus hellenicus,FALSE
Staphylothermus marinus,FALSE
Stappia indica,FALSE
Stappia sp. ES.058,FALSE
Starkeya novella,FALSE
Starkeya sp. ORNL1,FALSE
Stella humosa,FALSE
Stenotrophomonas acidaminiphila,FALSE
Stenotrophomonas indicatrix,FALSE
Stenotrophomonas maltophilia,TRUE
Stenotrophomonas nitritireducens,FALSE
Stenotrophomonas rhizophila,FALSE
Stenotrophomonas sp. 169,FALSE
Stenotrophomonas sp. 364,FALSE
Stenotrophomonas sp. ASS1,FALSE
Stenotrophomonas sp. CW117,FALSE
Stenotrophomonas sp. ESTM1D_MKCIP4_1,FALSE
Stenotrophomonas sp. G4,FALSE
Stenotrophomonas sp. LM091,FALSE
Stenotrophomonas sp. MYb57,FALSE
Stenotrophomonas sp. NA06056,FALSE
Stenotrophomonas sp. Pemsol,FALSE
Stenotrophomonas sp. pho,FALSE
Stenotrophomonas sp. SAU14A_NAIMI4_5,FALSE
